Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type
12,77,33,31,1003,20,70,30,30/09/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf
18,97,39,40,248,20,60,20,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Earl Grey,Regular
18,51,19,17,848,20,50,20,30/09/2018,North,Northwest Territories,Hay River,4700,Small Market,Tea,Darjeeling,Regular
18,51,19,17,848,20,40,10,30/09/2018,Central,Ontario,Waterloo,702,Small Market,Espresso,Caffe Mocha,Regular
19,51,19,16,848,20,40,10,30/09/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Chamomile,Decaf
19,97,39,39,248,10,70,30,30/09/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf
19,53,20,17,482,20,50,20,30/09/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Green Tea,Regular
19,51,19,16,848,20,50,20,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular
19,97,39,39,248,20,80,30,30/09/2018,North,Nunavut,Iqaluit,573,Small Market,Tea,Darjeeling,Regular
19,53,20,17,482,20,30,10,30/09/2018,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular
19,53,20,17,482,30,40,10,30/09/2018,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Mocha,Regular
21,53,20,16,482,30,40,10,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Chamomile,Decaf
24,238,93,114,692,40,230,90,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular
24,238,93,114,692,60,270,110,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
24,238,93,114,692,40,210,80,30/09/2018,Central,Quebec,Gatieau,405,Small Market,Herbal Tea,Lemon,Decaf
25,61,23,17,809,30,60,20,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Green Tea,Regular
25,62,23,18,803,20,50,20,30/09/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Decaf Espresso,Decaf
25,65,25,19,823,30,50,20,30/09/2018,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Chamomile,Decaf
25,238,93,113,692,40,210,80,30/09/2018,Prairie,Saskatchewan,Moose Jaw,754,Major Market,Espresso,Caffe Mocha,Regular
27,62,23,17,803,30,60,20,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
27,146,57,62,469,50,170,70,30/09/2018,Central,Ontario,Ottawa,541,Small Market,Coffee,Colombian,Regular
31,81,33,22,577,30,80,30,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf
31,81,33,22,577,30,70,30,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Latte,Regular
31,81,33,22,577,20,50,20,30/09/2018,Prairie,Saskatchewan,Moose Jaw,727,Major Market,Herbal Tea,Chamomile,Decaf
33,120,48,43,380,50,140,60,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Colombian,Regular
34,77,29,20,862,40,60,20,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Lemon,Decaf
34,120,48,42,380,40,110,40,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Decaf Espresso,Decaf
34,77,29,20,862,30,70,30,30/09/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Darjeeling,Regular
34,159,67,59,391,30,150,70,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular
34,159,67,59,391,30,140,60,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
34,77,29,20,862,50,90,30,30/09/2018,Central,Quebec,Gatieau,580,Small Market,Coffee,Decaf Irish Cream,Decaf
36,160,67,59,599,20,110,50,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Lemon,Decaf
36,160,67,59,599,50,180,80,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Decaf Irish Cream,Decaf
36,159,67,58,391,30,140,60,30/09/2018,Central,Quebec,Gatieau,580,Small Market,Herbal Tea,Chamomile,Decaf
36,159,67,58,391,20,110,50,30/09/2018,Prairie,Saskatchewan,Moose Jaw,305,Major Market,Herbal Tea,Lemon,Decaf
37,120,51,37,1042,20,90,40,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Earl Grey,Regular
37,160,67,58,599,30,150,70,30/09/2018,North,Nunavut,Iqaluit,573,Small Market,Coffee,Colombian,Regular
37,160,67,58,599,30,140,60,30/09/2018,North,Yukon,Whitehorse,985,Small Market,Herbal Tea,Lemon,Decaf
39,309,121,143,910,30,270,110,30/09/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular
39,309,121,143,910,40,250,100,30/09/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Chamomile,Decaf
40,133,53,45,410,40,110,40,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Mint,Decaf
40,133,53,45,410,40,120,50,30/09/2018,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Chamomile,Decaf
40,84,32,20,837,30,70,30,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Latte,Regular
40,84,32,20,837,50,90,30,30/09/2018,North,Nunavut,Iqaluit,314,Small Market,Espresso,Decaf Espresso,Decaf
42,114,43,36,424,30,100,40,30/09/2018,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Lemon,Decaf
42,133,53,44,410,50,130,50,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Amaretto,Regular
42,114,43,36,424,50,130,50,30/09/2018,Central,Ontario,Kitchener,503,Large Market,Coffee,Decaf Irish Cream,Decaf
42,133,53,44,410,40,120,50,30/09/2018,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Mocha,Regular
43,114,43,35,424,40,110,40,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Colombian,Regular
46,120,46,36,454,30,90,30,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular
46,46,0,12,473,30,40,0,30/09/2018,North,Northwest Territories,Hay River,4700,Small Market,Tea,Green Tea,Regular
46,120,46,36,454,30,70,30,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular
46,120,46,36,454,40,90,30,30/09/2018,North,Yukon,Whitehorse,337,Small Market,Espresso,Decaf Espresso,Decaf
47,46,0,11,473,40,50,0,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf
47,46,0,11,473,30,40,0,30/09/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Latte,Regular
47,93,35,20,875,50,90,30,30/09/2018,Prairie,Saskatchewan,Moose Jaw,561,Major Market,Tea,Darjeeling,Regular
49,145,62,41,1059,40,100,40,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Mint,Decaf
49,145,62,41,1059,70,170,70,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Amaretto,Regular
49,128,49,38,315,50,110,40,30/09/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Amaretto,Regular
50,148,55,50,453,70,170,60,30/09/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular
50,128,49,37,315,40,100,40,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Chamomile,Decaf
50,148,55,50,453,50,120,40,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Lemon,Decaf
50,148,55,50,453,50,130,50,30/09/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Colombian,Regular
50,145,62,40,1059,50,140,60,30/09/2018,North,Nunavut,Kugluktuk,816,Small Market,Coffee,Decaf Irish Cream,Decaf
58,160,60,51,656,60,170,60,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Decaf Espresso,Decaf
58,160,60,51,-718,40,120,50,30/09/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Caffe Latte,Regular
58,160,60,51,656,40,100,30,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Tea,Green Tea,Regular
59,115,44,24,886,40,100,40,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Decaf Espresso,Decaf
59,160,60,50,656,40,130,50,30/09/2018,Central,Quebec,Sherbrooke,630,Major Market,Tea,Earl Grey,Regular
61,115,44,23,886,50,110,40,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Darjeeling,Regular
61,115,44,23,886,50,120,50,30/09/2018,North,Nunavut,Iqaluit,573,Small Market,Espresso,Caffe Mocha,Regular
62,141,58,32,548,50,130,60,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Colombian,Regular
62,141,58,32,548,70,160,70,30/09/2018,Prairie,Alberta,Lethbridge,915,Major Market,Coffee,Decaf Irish Cream,Decaf
64,141,58,31,548,50,110,40,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Mint,Decaf
64,141,58,31,548,50,110,40,30/09/2018,Central,Quebec,Sherbrooke,312,Major Market,Herbal Tea,Lemon,Decaf
68,127,48,25,834,60,140,60,30/09/2018,North,Yukon,Whitehorse,318,Small Market,Coffee,Colombian,Regular
70,149,61,32,579,50,120,50,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Green Tea,Regular
70,127,48,24,834,50,100,40,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf
70,149,61,32,579,50,120,50,30/09/2018,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf
70,149,61,32,579,80,170,70,30/09/2018,Central,Quebec,Gatieau,580,Small Market,Coffee,Colombian,Regular
73,134,51,26,857,60,130,50,30/09/2018,Prairie,Saskatchewan,Moose Jaw,754,Major Market,Tea,Green Tea,Regular
74,134,51,25,857,60,110,40,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf
74,134,51,25,857,70,150,60,30/09/2018,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf
79,161,57,41,349,70,130,40,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf
79,194,83,46,1063,80,210,90,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular
79,194,83,46,1063,70,170,70,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf
79,194,83,46,1063,50,140,60,30/09/2018,Prairie,Saskatchewan,Moose Jaw,754,Major Market,Herbal Tea,Mint,Decaf
79,161,57,41,349,60,120,40,30/09/2018,North,Yukon,Whitehorse,337,Small Market,Espresso,Caffe Mocha,Regular
80,161,57,40,349,40,100,30,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular
82,169,69,35,572,60,150,60,30/09/2018,North,Yukon,Whitehorse,337,Small Market,Herbal Tea,Chamomile,Decaf
83,169,69,34,572,60,150,60,30/09/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Mocha,Regular
83,178,68,43,445,80,200,80,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular
86,212,85,56,555,70,200,90,30/09/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf
86,212,85,56,555,70,190,80,30/09/2018,Prairie,Saskatchewan,Moose Jaw,941,Major Market,Espresso,Decaf Espresso,Decaf
120,245,96,53,666,80,200,80,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Tea,Earl Grey,Regular
120,245,96,53,666,60,150,60,30/09/2018,Central,Ontario,Ottawa,971,Small Market,Tea,Green Tea,Regular
120,245,96,53,666,80,210,90,30/09/2018,Prairie,Saskatchewan,Moose Jaw,321,Major Market,Coffee,Decaf Irish Cream,Decaf
122,245,96,52,-1555,80,190,80,30/09/2018,Central,Quebec,Gatieau,918,Small Market,Espresso,Caffe Latte,Regular
125,212,81,34,588,110,230,90,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Caffe Mocha,Regular
125,212,81,34,588,70,130,50,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Tea,Earl Grey,Regular
125,212,81,34,588,100,210,80,30/09/2018,Atlantic,PEI,Summerside,718,Major Market,Tea,Green Tea,Regular
125,212,81,34,588,80,170,60,30/09/2018,Central,Quebec,Sherbrooke,630,Major Market,Tea,Darjeeling,Regular
126,212,81,33,588,90,170,60,30/09/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Decaf Espresso,Decaf
128,265,99,64,798,100,230,90,30/09/2018,Prairie,Saskatchewan,Moose Jaw,352,Major Market,Coffee,Colombian,Regular
129,330,155,68,1280,90,270,130,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Chamomile,Decaf
129,265,99,63,798,70,210,80,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Tea,Darjeeling,Regular
129,330,155,68,1280,130,360,170,30/09/2018,West,British Columbia,Vancounver,535,Major Market,Espresso,Caffe Mocha,Regular
129,330,155,68,1280,100,300,140,30/09/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Espresso,Regular Espresso,Regular
129,265,99,63,798,60,160,60,30/09/2018,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular
129,330,155,68,1280,90,290,140,30/09/2018,Central,Ontario,Ottawa,971,Small Market,Espresso,Decaf Espresso,Decaf
129,265,99,63,798,80,210,80,30/09/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Decaf Espresso,Decaf
135,275,103,64,1130,110,240,90,30/09/2018,Prairie,Manitoba,Steinback,1401,Small Market,Coffee,Colombian,Regular
135,275,103,64,1130,100,220,80,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf
137,577,302,147,1518,90,420,220,30/09/2018,Atlantic,PEI,Summerside,845,Major Market,Herbal Tea,Lemon,Decaf
156,261,100,40,981,110,210,80,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Chamomile,Decaf
157,261,100,39,981,120,250,100,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Decaf Irish Cream,Decaf
157,261,100,39,981,130,260,100,30/09/2018,Atlantic,PEI,Summerside,845,Major Market,Tea,Darjeeling,Regular
157,261,100,39,981,110,210,80,30/09/2018,Central,Quebec,Sherbrooke,773,Major Market,Herbal Tea,Mint,Decaf
171,318,122,61,801,120,260,100,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf
171,318,122,61,801,120,260,100,30/09/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Mint,Decaf
171,318,122,61,801,140,310,120,30/09/2018,Central,Quebec,Sherbrooke,847,Major Market,Coffee,Decaf Irish Cream,Decaf
191,412,162,96,1148,140,340,130,30/09/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Lemon,Decaf
191,412,162,96,1148,140,400,170,30/09/2018,Central,Quebec,Sherbrooke,630,Major Market,Coffee,Colombian,Regular
197,322,123,46,928,150,320,130,30/09/2018,Atlantic,PEI,Summerside,518,Major Market,Tea,Earl Grey,Regular
197,322,123,46,928,140,260,100,30/09/2018,Central,Quebec,Sherbrooke,312,Major Market,Herbal Tea,Chamomile,Decaf
199,322,123,45,928,140,310,130,30/09/2018,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Amaretto,Regular
199,322,123,45,928,120,250,100,30/09/2018,Prairie,Alberta,Lethbridge,900,Major Market,Espresso,Caffe Mocha,Regular
199,322,123,45,928,100,200,80,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Tea,Darjeeling,Regular
230,531,249,94,1775,140,430,210,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular
230,531,249,94,1775,210,580,280,30/09/2018,Central,Quebec,Sherbrooke,773,Major Market,Espresso,Decaf Espresso,Decaf
232,531,249,93,1775,160,470,230,30/09/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Latte,Regular
232,531,249,93,1775,110,330,160,30/09/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Earl Grey,Regular
291,582,251,99,1268,200,480,210,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Lemon,Decaf
292,582,251,98,1268,280,680,310,30/09/2018,Prairie,Alberta,Lethbridge,915,Major Market,Coffee,Colombian,Regular
326,628,253,116,1686,220,560,240,30/09/2018,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf
326,628,253,116,1686,210,510,210,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf
326,628,253,116,1686,280,690,290,30/09/2018,Central,Quebec,Sherbrooke,309,Major Market,Espresso,Caffe Mocha,Regular
328,628,253,115,1686,170,400,160,30/09/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Darjeeling,Regular
331,716,302,147,1783,210,590,250,30/09/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular
332,604,249,94,1286,240,550,230,30/09/2018,Atlantic,PEI,Cornwall,516,Major Market,Espresso,Regular Espresso,Regular
463,842,316,162,2580,320,750,300,30/09/2018,Atlantic,PEI,Cornwall,516,Major Market,Coffee,Colombian,Regular
465,842,316,161,2580,450,980,390,30/09/2018,West,British Columbia,Kelowna,640,Major Market,Coffee,Colombian,Regular
690,614,60,51,-2572,460,540,50,30/09/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Coffee,Colombian,Regular
-539,22,255,129,7058,-170,0,110,31/10/2018,Central,Ontario,Waterloo,702,Small Market,Tea,Green Tea,Regular
-300,74,125,146,3142,-170,50,110,31/10/2018,Atlantic,PEI,Cornwall,914,Major Market,Espresso,Caffe Mocha,Regular
-252,175,239,95,4360,-100,80,130,31/10/2018,Atlantic,PEI,Cornwall,631,Major Market,Herbal Tea,Mint,Decaf
-174,139,154,93,3654,-100,190,220,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf
-110,116,122,61,2555,-60,150,170,31/10/2018,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular
-40,116,86,50,1698,0,80,60,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Mint,Decaf
-39,116,86,49,1698,10,150,110,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Decaf Irish Cream,Decaf
-39,116,86,49,1698,10,80,60,31/10/2018,North,Nunavut,Kugluktuk,417,Small Market,Herbal Tea,Lemon,Decaf
-18,60,25,43,-466,10,30,10,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Latte,Regular
-18,60,25,43,209,10,20,0,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Green Tea,Regular
-18,60,25,43,209,10,40,10,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Regular Espresso,Regular
-16,124,51,76,542,30,100,30,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Espresso,Caffe Mocha,Regular
-16,60,25,42,209,0,30,10,31/10/2018,North,Nunavut,Iqaluit,573,Small Market,Tea,Earl Grey,Regular
-10,116,45,71,320,30,90,30,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Caffe Mocha,Regular
-9,116,45,70,320,10,60,20,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Mocha,Regular
-9,116,45,70,320,20,50,10,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Darjeeling,Regular
-9,116,45,70,320,30,80,20,31/10/2018,North,Nunavut,Iqaluit,573,Small Market,Herbal Tea,Chamomile,Decaf
-7,130,51,76,503,30,90,30,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Lemon,Decaf
-7,130,51,76,503,30,110,40,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Coffee,Decaf Irish Cream,Decaf
-7,130,51,76,503,50,170,70,31/10/2018,Central,Ontario,Kitchener,503,Large Market,Coffee,Amaretto,Regular
-4,82,34,46,240,20,40,10,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Herbal Tea,Lemon,Decaf
-4,82,34,46,240,10,40,10,31/10/2018,North,Nunavut,Iqaluit,314,Small Market,Tea,Green Tea,Regular
-3,25,10,15,598,10,10,0,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
-3,82,34,45,240,30,100,40,31/10/2018,Central,Ontario,Waterloo,702,Small Market,Coffee,Colombian,Regular
0,153,60,84,606,0,90,40,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular
0,153,60,84,606,10,60,20,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Green Tea,Regular
1,153,60,83,606,40,130,40,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Caffe Mocha,Regular
1,153,60,83,-762,10,90,30,31/10/2018,North,Yukon,Whitehorse,504,Small Market,Espresso,Caffe Latte,Regular
9,72,31,31,1000,30,50,10,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf
10,72,31,30,1000,30,60,20,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular
10,72,31,30,1000,50,90,30,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Coffee,Decaf Irish Cream,Decaf
15,54,22,19,573,50,70,20,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf
15,54,22,19,573,20,30,10,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Latte,Regular
15,54,22,19,573,20,20,0,31/10/2018,Prairie,Saskatchewan,Moose Jaw,904,Major Market,Herbal Tea,Chamomile,Decaf
18,128,54,54,404,70,170,70,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Espresso,Decaf Espresso,Decaf
18,128,54,54,404,40,100,40,31/10/2018,Central,Ontario,Ottawa,971,Small Market,Espresso,Caffe Latte,Regular
19,128,54,53,404,30,80,30,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Tea,Darjeeling,Regular
19,128,54,53,404,20,60,30,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Herbal Tea,Lemon,Decaf
19,98,39,40,244,30,60,20,31/10/2018,North,Nunavut,Iqaluit,314,Small Market,Tea,Darjeeling,Regular
21,55,21,17,846,30,40,10,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Chamomile,Decaf
21,98,39,39,244,20,50,20,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf
21,98,39,39,244,20,40,10,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Earl Grey,Regular
21,55,21,17,846,30,50,20,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Tea,Darjeeling,Regular
21,55,21,17,846,20,30,10,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular
22,56,21,17,480,30,50,20,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Green Tea,Regular
22,134,56,55,385,50,120,40,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular
22,55,21,16,846,30,40,10,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular
22,56,21,17,480,30,30,0,31/10/2018,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Mocha,Regular
24,56,21,16,480,30,30,0,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Chamomile,Decaf
24,134,56,54,385,50,110,40,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
24,56,21,16,480,20,20,0,31/10/2018,Central,Ontario,Ottawa,971,Small Market,Tea,Darjeeling,Regular
24,134,56,54,385,50,110,40,31/10/2018,Central,Quebec,Gatieau,580,Small Market,Herbal Tea,Chamomile,Decaf
24,134,56,54,385,20,60,30,31/10/2018,Prairie,Saskatchewan,Moose Jaw,786,Major Market,Herbal Tea,Lemon,Decaf
25,245,96,117,683,100,330,140,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
25,62,23,18,800,30,40,10,31/10/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Decaf Espresso,Decaf
25,65,25,19,820,30,40,10,31/10/2018,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf
25,245,96,117,683,40,200,80,31/10/2018,Central,Quebec,Gatieau,918,Small Market,Herbal Tea,Lemon,Decaf
27,64,24,18,806,40,60,20,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Green Tea,Regular
27,245,96,116,683,60,230,90,31/10/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular
27,62,23,17,800,50,70,20,31/10/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
27,245,96,116,683,50,210,80,31/10/2018,Prairie,Saskatchewan,Moose Jaw,727,Major Market,Espresso,Caffe Mocha,Regular
30,70,27,19,859,30,40,10,31/10/2018,West,British Columbia,Vancounver,535,Major Market,Herbal Tea,Lemon,Decaf
30,70,27,19,859,50,70,20,31/10/2018,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Darjeeling,Regular
31,118,47,43,375,50,90,30,31/10/2018,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Decaf Espresso,Decaf
31,153,60,63,463,90,210,80,31/10/2018,Central,Ontario,Kitchener,503,Large Market,Coffee,Colombian,Regular
31,70,27,18,859,60,90,30,31/10/2018,Central,Quebec,Gatieau,405,Small Market,Coffee,Decaf Irish Cream,Decaf
33,118,47,42,375,80,150,50,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Colombian,Regular
34,121,45,46,447,80,160,50,31/10/2018,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular
34,121,45,46,447,60,90,20,31/10/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Lemon,Decaf
36,121,45,45,447,50,90,30,31/10/2018,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Colombian,Regular
39,131,52,45,405,50,90,30,31/10/2018,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Mint,Decaf
39,131,52,45,405,70,110,30,31/10/2018,Prairie,Alberta,Lethbridge,900,Major Market,Herbal Tea,Chamomile,Decaf
